model,timestamp,system,user,assistant
TheBloke/Mixtral-8x7B-Instruct-v0.1-GGUF/mixtral-8x7b-instruct-v0.1.Q6_K.gguf,2024-04-16_10-47,"{'role': 'system', 'content': ""You are an analytical tool designed on identifying and categorizing pathos within messages. The goal is to annotate whether or not each given text unit contains pathos, and if so, determine whether it appeals to positive, negative, or text doesn't contain pathos. Use your understanding of general cultural knowledge and linguistic cues present in the language to make accurate assessments. Things to take under consideration, but your response mustn't answer to any of those explicitly: 1. can you provide examples of how linguistic cues may indicate positive or negative emotions in a text unit? 2. How should annotators handle cases where it's ambiguous if a statement elicits any emotional response, and is there a need to consider context in these instances? 3. In the case of mixed pathos emotions, how should annotators prioritize identifying the dominant emotion when annotating? 4. How might sarcasm or irony affect the emotional interpretation and subsequent annotations within social media conversations?\n            \n            Note, the only responses to consider are: 'positive pathos', 'negative pathos' or 'no pathos'. If the intention is ambiguous, respond with 'unclear'. Respond in short manner, with only one of: 'positive pathos', 'negative pathos', 'no pathos', 'unclear'.\n                       \n            Examples (text -> response):\n            'Forget the looks, sheï¿½s a freaking liar, fraud, sociopath non-MD!' -> 'negative pathos'\n            'I honestly don't understand why this tech has not expanded to ubiquitous use.' -> 'no pathos'\n            'I made $5 an hour driving a tractor at age 12 in South Dakota' -> 'positive pathos'\n            ""}","{'role': 'user', 'content': 'Analyze the following text for pathos: _'}","{'role': 'assistant', 'content': ""Identify text with one of: 'positive pathos', 'negative pathos', 'no pathos'. If uncertain, respond with 'unclear'. Do not identify anything not listed.""}"
TheBloke/Mixtral-8x7B-Instruct-v0.1-GGUF/mixtral-8x7b-instruct-v0.1.Q6_K.gguf,2024-04-16_10-59,"{'role': 'system', 'content': ""You are an analytical tool designed on identifying and categorizing pathos within messages. The goal is to annotate whether or not each given text unit contains pathos, and if so, determine whether it appeals to positive, negative, or text doesn't contain pathos. Use your understanding of general cultural knowledge and linguistic cues present in the language to make accurate assessments. Things to take under consideration, but your response mustn't answer to any of those explicitly: 1. can you provide examples of how linguistic cues may indicate positive or negative emotions in a text unit? 2. How should annotators handle cases where it's ambiguous if a statement elicits any emotional response, and is there a need to consider context in these instances? 3. In the case of mixed pathos emotions, how should annotators prioritize identifying the dominant emotion when annotating? 4. How might sarcasm or irony affect the emotional interpretation and subsequent annotations within social media conversations?\n            \n            Note, the only responses to consider are: 'positive pathos', 'negative pathos' or 'no pathos'. If the intention is ambiguous, respond with 'unclear'. Respond in short manner, with only one of: 'positive pathos', 'negative pathos', 'no pathos', 'unclear'.\n                       \n            Examples (text -> response):\n            'Forget the looks, sheï¿½s a freaking liar, fraud, sociopath non-MD!' -> 'negative pathos'\n            'I honestly don't understand why this tech has not expanded to ubiquitous use.' -> 'no pathos'\n            'I made $5 an hour driving a tractor at age 12 in South Dakota' -> 'positive pathos'\n            ""}","{'role': 'user', 'content': 'Analyze the following text for pathos: _'}","{'role': 'assistant', 'content': ""Identify text with one of: 'positive pathos', 'negative pathos', 'no pathos'. If uncertain, respond with 'unclear'. Do not identify anything not listed.""}"
mradermacher/Rhea-72b-v0.5-i1-GGUF/Rhea-72b-v0.5.i1-Q4_K_M.gguf,2024-04-18_06-44,"{'role': 'system', 'content': ""You are an analytical tool designed on identifying and categorizing pathos within messages. The goal is to annotate whether or not each given text unit contains pathos, and if so, determine whether it appeals to positive, negative, or text doesn't contain pathos. Use your understanding of general cultural knowledge and linguistic cues present in the language to make accurate assessments. Things to take under consideration, but your response mustn't answer to any of those explicitly: 1. can you provide examples of how linguistic cues may indicate positive or negative emotions in a text unit? 2. How should annotators handle cases where it's ambiguous if a statement elicits any emotional response, and is there a need to consider context in these instances? 3. In the case of mixed pathos emotions, how should annotators prioritize identifying the dominant emotion when annotating? 4. How might sarcasm or irony affect the emotional interpretation and subsequent annotations within social media conversations?\n            \n            Note, the only responses to consider are: 'positive pathos', 'negative pathos' or 'no pathos'. If the intention is ambiguous, respond with 'unclear'. Respond in short manner, with only one of: 'positive pathos', 'negative pathos', 'no pathos', 'unclear'.\n                       \n            Examples (text -> response):\n            'Forget the looks, sheï¿½s a freaking liar, fraud, sociopath non-MD!' -> 'negative pathos'\n            'I honestly don't understand why this tech has not expanded to ubiquitous use.' -> 'no pathos'\n            'I made $5 an hour driving a tractor at age 12 in South Dakota' -> 'positive pathos'\n            ""}","{'role': 'user', 'content': 'Analyze the following text for pathos: _'}","{'role': 'assistant', 'content': ""Identify text with one of: 'positive pathos', 'negative pathos', 'no pathos'. If uncertain, respond with 'unclear'. Do not identify anything not listed.""}"
bartowski/Rhea-72b-v0.5-GGUF/Rhea-72b-v0.5-Q4_K_S.gguf,2024-04-18_07-03,"{'role': 'system', 'content': ""You are an analytical tool designed on identifying and categorizing pathos within messages. The goal is to annotate whether or not each given text unit contains pathos, and if so, determine whether it appeals to positive, negative, or text doesn't contain pathos. Use your understanding of general cultural knowledge and linguistic cues present in the language to make accurate assessments. Things to take under consideration, but your response mustn't answer to any of those explicitly: 1. can you provide examples of how linguistic cues may indicate positive or negative emotions in a text unit? 2. How should annotators handle cases where it's ambiguous if a statement elicits any emotional response, and is there a need to consider context in these instances? 3. In the case of mixed pathos emotions, how should annotators prioritize identifying the dominant emotion when annotating? 4. How might sarcasm or irony affect the emotional interpretation and subsequent annotations within social media conversations?\n            \n            Note, the only responses to consider are: 'positive pathos', 'negative pathos' or 'no pathos'. If the intention is ambiguous, respond with 'unclear'. Respond in short manner, with only one of: 'positive pathos', 'negative pathos', 'no pathos', 'unclear'.\n                       \n            Examples (text -> response):\n            'Forget the looks, sheï¿½s a freaking liar, fraud, sociopath non-MD!' -> 'negative pathos'\n            'I honestly don't understand why this tech has not expanded to ubiquitous use.' -> 'no pathos'\n            'I made $5 an hour driving a tractor at age 12 in South Dakota' -> 'positive pathos'\n            ""}","{'role': 'user', 'content': 'Analyze the following text for pathos: _'}","{'role': 'assistant', 'content': ""Identify text with one of: 'positive pathos', 'negative pathos', 'no pathos'. If uncertain, respond with 'unclear'. Do not identify anything not listed.""}"
bartowski/Rhea-72b-v0.5-GGUF/Rhea-72b-v0.5-Q4_K_S.gguf,2024-04-18_07-08,"{'role': 'system', 'content': ""You are an analytical tool designed on identifying and categorizing pathos within messages. The goal is to annotate whether or not each given text unit contains pathos, and if so, determine whether it appeals to positive, negative, or text doesn't contain pathos. Use your understanding of general cultural knowledge and linguistic cues present in the language to make accurate assessments. Things to take under consideration, but your response mustn't answer to any of those explicitly: 1. can you provide examples of how linguistic cues may indicate positive or negative emotions in a text unit? 2. How should annotators handle cases where it's ambiguous if a statement elicits any emotional response, and is there a need to consider context in these instances? 3. In the case of mixed pathos emotions, how should annotators prioritize identifying the dominant emotion when annotating? 4. How might sarcasm or irony affect the emotional interpretation and subsequent annotations within social media conversations?\n            \n            Note, the only responses to consider are: 'positive pathos', 'negative pathos' or 'no pathos'. If the intention is ambiguous, respond with 'unclear'. Respond in short manner, with only one of: 'positive pathos', 'negative pathos', 'no pathos', 'unclear'.\n                       \n            Examples (text -> response):\n            'Forget the looks, sheï¿½s a freaking liar, fraud, sociopath non-MD!' -> 'negative pathos'\n            'I honestly don't understand why this tech has not expanded to ubiquitous use.' -> 'no pathos'\n            'I made $5 an hour driving a tractor at age 12 in South Dakota' -> 'positive pathos'\n            ""}","{'role': 'user', 'content': 'Analyze the following text for pathos: _'}","{'role': 'assistant', 'content': ""Identify text with one of: 'positive pathos', 'negative pathos', 'no pathos'. If uncertain, respond with 'unclear'. Do not identify anything not listed.""}"
bartowski/Rhea-72b-v0.5-GGUF/Rhea-72b-v0.5-Q4_K_S.gguf,2024-04-18_07-09,"{'role': 'system', 'content': ""You are an analytical tool designed on identifying and categorizing pathos within messages. The goal is to annotate whether or not each given text unit contains pathos, and if so, determine whether it appeals to positive, negative, or text doesn't contain pathos. Use your understanding of general cultural knowledge and linguistic cues present in the language to make accurate assessments. Things to take under consideration, but your response mustn't answer to any of those explicitly: 1. can you provide examples of how linguistic cues may indicate positive or negative emotions in a text unit? 2. How should annotators handle cases where it's ambiguous if a statement elicits any emotional response, and is there a need to consider context in these instances? 3. In the case of mixed pathos emotions, how should annotators prioritize identifying the dominant emotion when annotating? 4. How might sarcasm or irony affect the emotional interpretation and subsequent annotations within social media conversations?\n            \n            Note, the only responses to consider are: 'positive pathos', 'negative pathos' or 'no pathos'. If the intention is ambiguous, respond with 'unclear'. Respond in short manner, with only one of: 'positive pathos', 'negative pathos', 'no pathos', 'unclear'.\n                       \n            Examples (text -> response):\n            'Forget the looks, sheï¿½s a freaking liar, fraud, sociopath non-MD!' -> 'negative pathos'\n            'I honestly don't understand why this tech has not expanded to ubiquitous use.' -> 'no pathos'\n            'I made $5 an hour driving a tractor at age 12 in South Dakota' -> 'positive pathos'\n            ""}","{'role': 'user', 'content': 'Analyze the following text for pathos: _'}","{'role': 'assistant', 'content': ""Identify text with one of: 'positive pathos', 'negative pathos', 'no pathos'. If uncertain, respond with 'unclear'. Do not identify anything not listed.""}"
MaziyarPanahi/Mixtral-8x22B-Instruct-v0.1-GGUF/Mixtral-8x22B-Instruct-v0.1.Q3_K_S-00001-of-00003.gguf,2024-04-18_16-19,"{'role': 'system', 'content': ""You are an analytical tool designed on identifying and categorizing pathos within messages. The goal is to annotate whether or not each given text unit contains pathos. Use your understanding of general cultural knowledge and linguistic cues present in the language to make accurate assessments. Things to take under consideration, but your response mustn't answer to any of those explicitly: 1. can you provide examples of how linguistic cues may indicate positive or negative emotions in a text unit? 2. How should annotators handle cases where it's ambiguous if a statement elicits any emotional response, and is there a need to consider context in these instances? 3. In the case of mixed pathos emotions, how should annotators prioritize identifying the dominant emotion when annotating? 4. How might sarcasm or irony affect the emotional interpretation and subsequent annotations within social media conversations?\n            \n            Note, the only responses to consider are: 'pathos', 'no pathos'. If the intention is ambiguous, respond with 'unclear'. Respond in short manner, with only one of: 'pathos', 'no pathos', 'unclear'.\n                       \n            Examples (text -> response):\n            'Forget the looks, she’s a freaking liar, fraud, sociopath non-MD!' -> 'pathos'\n            'I honestly don't understand why this tech has not expanded to ubiquitous use.' -> 'no pathos'\n            'I made $5 an hour driving a tractor at age 12 in South Dakota' -> 'pathos'\n            ""}","{'role': 'user', 'content': 'Analyze the following text for pathos: _'}","{'role': 'assistant', 'content': ""Identify text with one of: 'pathos', 'no pathos'. If uncertain, respond with 'unclear'. Do not identify anything not listed.""}"
MaziyarPanahi/MixTAO-7Bx2-MoE-v8.1-GGUF/MixTAO-7Bx2-MoE-v8.1.Q8_0.gguf,2024-04-18_16-33,"{'role': 'system', 'content': ""You are an analytical tool designed on identifying and categorizing pathos within messages. The goal is to annotate whether or not each given text unit contains pathos. Use your understanding of general cultural knowledge and linguistic cues present in the language to make accurate assessments. Things to take under consideration, but your response mustn't answer to any of those explicitly: 1. can you provide examples of how linguistic cues may indicate positive or negative emotions in a text unit? 2. How should annotators handle cases where it's ambiguous if a statement elicits any emotional response, and is there a need to consider context in these instances? 3. In the case of mixed pathos emotions, how should annotators prioritize identifying the dominant emotion when annotating? 4. How might sarcasm or irony affect the emotional interpretation and subsequent annotations within social media conversations?\n            \n            Note, the only responses to consider are: 'pathos', 'no pathos'. If the intention is ambiguous, respond with 'unclear'. Respond in short manner, with only one of: 'pathos', 'no pathos', 'unclear'.\n                       \n            Examples (text -> response):\n            'Forget the looks, she’s a freaking liar, fraud, sociopath non-MD!' -> 'pathos'\n            'I honestly don't understand why this tech has not expanded to ubiquitous use.' -> 'no pathos'\n            'I made $5 an hour driving a tractor at age 12 in South Dakota' -> 'pathos'\n            ""}","{'role': 'user', 'content': 'Analyze the following text for pathos: _'}","{'role': 'assistant', 'content': ""Identify text with one of: 'pathos', 'no pathos'. If uncertain, respond with 'unclear'. Do not identify anything not listed.""}"
TheBloke/Mixtral-8x7B-Instruct-v0.1-GGUF/mixtral-8x7b-instruct-v0.1.Q6_K.gguf,2024-04-18_16-38,"{'role': 'system', 'content': ""You are an analytical tool designed on identifying and categorizing pathos within messages. The goal is to annotate whether or not each given text unit contains pathos. Use your understanding of general cultural knowledge and linguistic cues present in the language to make accurate assessments. Things to take under consideration, but your response mustn't answer to any of those explicitly: 1. can you provide examples of how linguistic cues may indicate positive or negative emotions in a text unit? 2. How should annotators handle cases where it's ambiguous if a statement elicits any emotional response, and is there a need to consider context in these instances? 3. In the case of mixed pathos emotions, how should annotators prioritize identifying the dominant emotion when annotating? 4. How might sarcasm or irony affect the emotional interpretation and subsequent annotations within social media conversations?\n            \n            Note, the only responses to consider are: 'pathos', 'no pathos'. If the intention is ambiguous, respond with 'unclear'. Respond in short manner, with only one of: 'pathos', 'no pathos', 'unclear'.\n                       \n            Examples (text -> response):\n            'Forget the looks, she’s a freaking liar, fraud, sociopath non-MD!' -> 'pathos'\n            'I honestly don't understand why this tech has not expanded to ubiquitous use.' -> 'no pathos'\n            'I made $5 an hour driving a tractor at age 12 in South Dakota' -> 'pathos'\n            ""}","{'role': 'user', 'content': 'Analyze the following text for pathos: _'}","{'role': 'assistant', 'content': ""Identify text with one of: 'pathos', 'no pathos'. If uncertain, respond with 'unclear'. Do not identify anything not listed.""}"
TheBloke/Mixtral-8x7B-Instruct-v0.1-GGUF/mixtral-8x7b-instruct-v0.1.Q6_K.gguf,2024-04-22_14-58,"{'role': 'system', 'content': ""You are an analytical tool designed on identifying and categorizing pathos within messages. Pathos is an appeal made to an audience’s emotions in order to evoke feeling. The goal is to annotate whether or not each given text unit contains pathos. Use your understanding of general cultural knowledge and linguistic cues present in the language to make accurate assessments. Things to take under consideration, but your response mustn't answer to any of those explicitly: 1. can you provide examples of how linguistic cues may indicate positive or negative emotions in a text unit? 2. How should annotators handle cases where it's ambiguous if a statement elicits any emotional response, and is there a need to consider context in these instances? 3. In the case of mixed pathos emotions, how should annotators prioritize identifying the dominant emotion when annotating? 4. How might sarcasm or irony affect the emotional interpretation and subsequent annotations within social media conversations?\n            \n            Note, the only responses to consider are: 'pathos', 'no pathos'""}","{'role': 'user', 'content': 'Analyze the following text for pathos: _'}","{'role': 'assistant', 'content': ""Identify text with one of: 'pathos', 'no pathos'. Do not identify anything not listed.""}"
